,class,problem,code,answer
972,6,"어떤 수에서 57를 뺐더니 95가 되었다면, 대운 어떤 수는 얼마입니까?<sys>6<sys>","a = 57
b = 95
y = b + a
print(y)",152
764,8,"가가로9/4cm, 세로가 52/30cm인 직사각형줄 넓이 몇는cm²입니까?<sys>8<sys>","a = 9 / 4
b = 52 / 30
y = a * b
print(""{:.2f}"".format(y))",3.90
2750,5,뒤 사이 식을 만족하는 친교 교분 A * 2 = 12이고 10 * B = 150 A와 B의 쓰레기 다양 줄기 차를 구하시오.<sys>5<sys>,"a = 2
b = 12
c = 10
d = 150
y = int(abs((b / a) - (d / c)))
print(y)",9
864,8,"밑변이 15센티미터, 들 높이 각형 가 6센티미터수소 삼각형이 있습니다. 이 경계 송곳니 어구 삼각형줄기 넓이를 구하세요.<sys>8<sys>","a = 15
b = 6
y = int(a * b / 2)
print(y)",45
1117,8,한변의 길이 가차지60 cm인 정팔각형이 있습니다. 이 정팔각형의 둘레를 인간 구하시오.<sys>8<sys>,"a = 60
b = 8
y = a * b
print(y)",480
827,8,끝 운동장 변의 길이가 4cm인 마름모합 동안 네변의 의을 모 구하세요.<sys>8<sys>,"a = 4
b = 4
y = a * b
print(y)",16
393,4,"두 수 A, B가 있습니다. A와 B친목 최대공약수는 9입니다. 2, 7, 15, 35, 109 중 A와 B친목 공약수인 수를 찾아보세요.<sys>4<sys>","a = [2, 7, 15, 35, 109]
b = 6
for i in a:
    if b % i == 0:
        y = i
print(y)",2
1261,1,사탕 15kg 을 10개교분 봉지에 똑같이 나누어 담으려고 합니다. 한 봉지에?몇 kg 씩 담으면 됩니까<sys>1<sys>,"a = 15
b = 10
y = a / b
print(""{:.2f}"".format(y))",1.50
2143,4,"숫자 25, 8, 88 가 있습니다. 이중에서, 가장 큰 수를 가장 작은 수로 나눈 몫을 구해 보시오.<sys>4<sys>","a = [25, 8, 88]
b = max(a)
c = min(a)
y = b // c
print(y)",11
1059,1,이온음료를 16L를 한 컵에 4L펜스 나누어 담으려고 합니다. 몇 개의 컵에 나누어 씩을 운명 있을까요?<sys>1<sys>,"a = 16
b = 4
y = a // b
print(y)",4
634,5,120학과 210을 어떤 수로 가장 두 수 당초 나누어떨어집니다. 어떤 수 중에서 나누면 큰 수는 얼마인가요?<sys>5<sys>,"import math

a = 120
b = 210
y = math.gcd(a, b)
print(y)",30
3,3,"6장의 숫자 카드 0, 9, 8, 7, 2, 재물 기용 1가 있습니다. 이를, 재 한계 번씩 도 채용하여 호수 가장 관점 큰 여섯 견지 자리 단위 수를 만들어 쓰시오.<sys>3<sys>","from itertools import permutations

a = ['0', '9', '8', '7', '2', '1']
y = max(list(map(''.join, permutations(a, 6))))
print(y)",987210
2607,8,"한변의 길이가 10cm사내 정사각형과 차도가 12센티미터사내 직사각형이 있습니다. 정사각형과 직사각형의 둘레가 같다면, 직사각형의 세로의 길이는 몇 센티미터입니까?<sys>8<sys>","a = 10
b = 12
c = a * 4
d = 2
e = c // d
y = e - b
print(y)",8
2618,6,어떤 땡에 12를 더해야 하는데 잘못하여 되었습니다를 곱했더니 56이 2. 바르게 계산하면 얼마입니까?<sys>6<sys>,"a = 12
b = 2
c = 56
y = c // b + a
print(y)",40
616,7,"지민이와 민정이는 미술 시간에 여러 가지 도형 만들기를 했습니다. 지민이는 색종이를 오려 오각형 7개를 만들었고, 민정이는 삼각형 3개와 사각형 4개를 만들었습니다. 만든 도형어기 바닥어기 수의 합이 더 많은 신사은 누구일까요?<sys>7<sys>","a = 5
b = 7
c = 3
d = 3
e = 4
f = 4
dicts = {'지민': a * b, '민정': c * d + e * f}
y = max(dicts, key=dicts.get)
print(y)",지민
1625,6,50.9에 운명 어떤 수를 범위 일가 가구 곱하였더니 254.5가 되었습니다. 어떤 수를 0.12 에 곱한 값백금 얼마입니까?<sys>6<sys>,"a = 50.9
b = 254.5
c = 0.12
d = b / a
y = c * d
print(""{:.2f}"".format(y))",0.60
54,1,블록을 한도 쌓아 성을 축 축 축 지으려고 합니다? 한 층을 만드는 축 데 블록 20개 축 가 필요합니다. 3 축 층짜리 기품 성을 만들기 위해서는 블록 몇 축 개가 필요합니까.<sys>1<sys>,"a = 20
b = 3
y = a * b
print(y)",60
1333,1,카드가 한 상자에 57개씩 들어 있습니다. 5상자에 들어 있는 카드는 몇 개인가요?<sys>1<sys>,"a = 57
b = 5
y = a * b
print(y)",285
1280,1,"우리나라에서는 70세를 ‘칠순’이라고도 합니다. 칠 이란 옛날 기준으로 70세까지 사는것은 드문 일이할아버지 뜻입니다. 올해 나정이의 할아버지는 칠순이고, 어머니는 라는 보다 32살 적다고 합니다. 어머니의 나이는순몇 살일까?<sys>1<sys>","a = 70
b = 32
y = a - b
print(y)",38
2771,1,"36, 3.38가 있을 때 두 수의 곱 위 을 소수점 생식기 둘 째 자리까지 표기하시오.<sys>1<sys>","a = 36
b = 3.38
y = a * b
print(""{:.2f}"".format(y))",121.68
449,8,길이가 57cm 인 끈으로 만든 가장 변 정사각형의 한도 큰의 길이는 몇 cm 입니까?<sys>8<sys>,"a = 57
b = 4
y = a // b
print(y)",14
1477,1,"제주도에는 제주도손 아름다운 곳을 여행할 수 있게 올레길을 여러 가지 코스로 만들어 놓았습니다. 9코스는 전체 손가 25k미터이고, 5코스는 20k미터라고 합니다. 제주도 올레길손 10코스손 거리는 5코스손 거리거리 몇 배일까요?<sys>1<sys>","a = 25
b = 20
y = a / b
print(""{:.2f}"".format(y))",1.25
603,1,6/21가 41개인 운수얼마 는가 될가요?<sys>1<sys>,"a = 6/21
b = 41
y = a * b
print(""{:.2f}"".format(y))",11.71
2258,7,"털실을 소진도시는 전체의 0.8만많이, 창석도시는 전체의 0.7만큼 백금 은근 순리 나누어 가졌다면, 털실을 더 큼 가진 사람은 누구일까요?<sys>7<sys>","dicts = {""소진"": 0.8, ""창석"": 0.7}
y = max(dicts, key=dicts.get)
print(y)",소진
434,3,"4개의 숫자카드 1, 5, 9, 에서, 가장 수와 가장2작은큰수의 차를 자장하시오.<sys>3<sys>","a = [1, 5, 9, 2]
y = max(a) - min(a)
print(y)",8
929,4,42부터 75까지의 수 에서중 8의 배수는 최초 몇 개 일까요?<sys>4<sys>,"a = 42
b = 75
c = 8
y = 0
for i in range(a, b + 1):
    if i % c == 0:
        y += 1
print(y)",4
596,5,"어떤 자리 자리 수의 십의 자리 숫자와 일의 두 입장 숫자를 바꾼 후 10을 이빨 곱하였더니 270이 되었다면, 어떤 두 생각 자리 수는 얼마일까요?<sys>5<sys>","a = 10
b = 270
c = b // a
y = str(c)[1] + str(c)[0]
print(y)",72
2751,8,범위 변의 길이가 13센티미터인 정육면체가 .이있습니다정육면체의 모든 모서리의 길이의 합은 몇 센티미터인지 하세요구.<sys>8<sys>,"a = 13
b = 12
y = a * b
print(y)",156
445,1,식당에 저간 요정 걸상 타 한 조미료 테이블엔 의자 국한 가 4 요정 씩 주기 있습니다. 이 식당의 식탁이 이목구비 20개일 때 의자는개총 몇 개인가요 카페 ?<sys>1<sys>,"a = 4
b = 20
y = a * b
print(y)",80
998,1,"길이가 7 센티미터 2 사람 밀리미터 인 철사를 9 도막으로 똑같이 나누었다면, 끝 철사 한 도막의 길이는 몇 밀리미터 혈연니까?<sys>1<sys>","a = 7 * 10 + 2
b = 9
y = a // b
print(y)",8
4,1,0.26 x 계산을 연간 0.8 추산 해 주세요 고령 .<sys>1<sys>,"a = 0.26
b = 0.8
y = a * b
print(""{:.2f}"".format(y))",0.21
2521,8,한 변의 길이가 2.25센티미터핵 정사각형이 있습니다. 이 정사각형의 둘레는 몇 교분 원칙 센티미터인가요?<sys>8<sys>,"a = 2.25
b = 4
y = int(a * b)
print(y)",9
1076,1,휘발유 3리터로 33.3km를수달리는 카는 휘발유 1리터로 몇 km를 달릴 있을까요?<sys>1<sys>,"a = 3
b = 33.3
c = 1
y = b / (a / c)
print(""{:.2f}"".format(y))",11.10
330,5,어느 빵집에서 빵 빵 50개를 만드려면 밀가루 10kg이 필요하다고 합니다. 빵을 200개 만드려면 밀가루가 몇 빵 kg가 필요한가요?<sys>5<sys>,"a = 50
b = 10
c = 200
y = b * c // a
print(y)",40
586,7,"더가 46개 있습니다. 소영이는 전체반연 3/11만큼 먹었고, 견우는 전체반연 5/8만큼 먹었습니다. 누가 과자 과자를 많이 먹었는지 구해보세요.<sys>7<sys>","a = 46
b = 3/11
c = 5/8
y = int(a * c - a * b)
dicts = {'소영': a * b, '견우': a * c}
y = max(dicts, key=dicts.get)
print(y)",견우
422,1,모과 3개의 무게는 550g입니다 구면 . 감지 식견 모과 6개의 무게는 몇 g인지 구하시오.<sys>1<sys>,"a = 3
b = 550
c = 6
y = b // a * c
print(y)",1098
1871,8,한 경계의정사각형인가요가 15센티미터인 의 둘레는 몇 센티미터길이?<sys>8<sys>,"a = 15
b = 4
y = a * b
print(y)",60
2138,1,민지네 모둠은 9명입니다. 대운 한 사람이 옷을 1 분에 2천벌 아낙네 씩 접을 수 있습니다. 민지네 모둠이 옷을 456천벌을 접으려면 몇 생활 분이 걸릴까?<sys>1<sys>,"a = 9
b = 2
c = 456
y = c // a
print(y)",50
2384,8,한 변의 길이정사각형 37cm인 정사각형이 있습니다. 이 가의 넓이는 몇 cm?입니까²<sys>8<sys>,"a = 37
b = 4
y = a * a
print(y)",1369
1933,8,"가로가 세로의 6배인 직사각형의 세로가 0.23미터 일 인류 때, 태세 넓이는 몇 대 손 제곱미터인지 소수점 둘째자세까지 그램 구하시오<sys>8<sys>","a = 6
b = 4
c = 0.23
y = c * (c * a)
print(""{:.2f}"".format(y))",0.32
2093,1,준혁이네 반은 3명씩 9모둠입니다. 젤리 260지붕를 준혁이네 반 학생들에게 똑같이 나누어 주려고 합니다. 한 명에게 몇 지붕씩 나누어 줄 수 있을까요?<sys>1<sys>,"a = 3
b = 9
c = 260
y = c // (a * b)
print(y)",9
1986,1,"윤진이 학도 참견 네 반 학과 타 운명 낯빛 학생 5명이 사탕 35 대학생 개, 초콜릿 50개를 잡종 똑같이 나누어 가졌다면, 한 학생이 가지는 사탕과 초콜릿을 끝 잡 합치면 몇 개입니까?<sys>1<sys>","a = 5
b = 35
c = 50
y = (b // a) + (c // a)
print(y)",17
1993,8,"긴변이 40cm, 찗은변이 20cm탄소 직사각형해 둘레는 몇 cm 입니까?<sys>8<sys>","a = 40
b = 20
y = a * 2 + b * 2
print(y)",120
635,8,둘레가 77센티미터인 정칠각형의 국한 변백금 몇 센티미터 입니까?<sys>8<sys>,"a = 77
b = 7
y = a // b
print(y)",11
884,5,다음 변복 변복 도시 식 앞길 533*A 중편 >1234이 있습니다 읍 도형 . 전도 이를 만족하는 형체 가장 가장 자연수A 중에서 가장 만행 가장 작은 앞길 얻 공 수를 구하시오.<sys>5<sys>,"a = 533
b = 1234
y = b // a + 1
print(y)",3
1161,1,2분에 2/30L 출발 씩 물이 나오는 수로가 있습니다. 이 수로로 20분 동안 물을 받으면 모두 몇 수로 L를 받을 집필 수 있을지 소수점 아래 둘 쨰 자리까지 표기하시오.<sys>1<sys>,"a = 2
b = 2/30
c = 20
y = (b / a * c)
print(""{:.2f}"".format(y))",0.67
2095,8,cm이 20cm 원 모양의인맨홀 뚜껑이 있습니다. 이 뚜껑의 영리 반지름 플러스 은근 원형 은 동그라미 형용 몇 지름인가요?<sys>8<sys>,"a = 20
y = a // 2
print(y)",10
2243,1,"종국이 줄기 는 어제 운동책 전체의 백금 5/12을 읽고 차지 , 재앙 근간 현생 금일 지금 사이 은 어제 읽고 난 의식 나머지의 완결 차수 2/5 지금 을 읽었습니다. 종국이가 금일 나머지 읽은 오늘날 당세 양은 당대 책 전체의 몇 해 분 최근 의 몇인지 현대 구 앞 하여 화해 잔고 보시오.<sys>1<sys>","a = 5/12
b = 2/5
y = (1 - a) * b
print(""{:.2f}"".format(y))",0.23
306,8,한 변의 길이가 7cm인 마름모가 있습니다. 이 잡 반연 마름모의 둘레를 구하시오.<sys>8<sys>,"a = 7
b = 4
y = a * b
print(y)",28
91,8,"잇속 가로 선 가 15 인장 cm 연줄 , 세로가 수확 줄기 5 인 직육면체의 모든 모서리의 길이의cm합이 150cm라고 매 이윤 한다면, 직육면체의 반연 높이는 얼마일까요?<sys>8<sys>","a = 15
b = 5
c = 150
y = (c - (a + b) * 4) // 4
print(y)",17
861,4,"숫자 2,9 23,55가,있습니다. 이중에서, 변복변복큰 수와 작은 수의 곱을 구하시오.<sys>4<sys>","a = [2, 9, 23, 55]
y = max(a) * min(a)
print(y)",110
860,8,"쪽 원 동그라미 학식 A의 지름은 24cm이고 식견 원 백금 B의 학문 연기 지름은 원 A의 반지름과 같습니다. 이때, 원 원형 원형 불명예 백금 동그라미 줄기 때 B의 반지름은 차지 치아 동안 몇 cm구강니까?<sys>8<sys>","a = 24
b = a / 2
y = int(b / 2)
print(y)",6
1415,5,다음 식 A × 2－10 행운 자리 전선 절 시 ÷5＝12을 만족하는 앞 위치 조 한 자리 수 입장 A를 한도 단원 근거지 구 자리 하세요 쪽 .<sys>5<sys>,"a = 2
b = 10
c = 5
d = 12
y = (d + b // c) // a
print(y)",7
2812,1,"정은이는 구슬을고431개 수림 있고, 현미는 정은이보다 255개 더 많이 수림고 있습니다. 현미가 몇 개의 구슬을 수림고 있나요?<sys>1<sys>","a = 431
b = 255
y = a + b
print(y)",686
1024,2,"학교에서 국어, 수학, 사회의 순서로 시험을 봤습니다. 세 번째로 시험을 본 과목백금 무엇입니까?<sys>2<sys>","a = ['국어', '수학', '사회']
b = 3
y = a[b - 1]
print(y)",사회
1361,1,"우유는 지성이는 11/25리터 마셨고, 영표를 0.60리터 마셨습니다. 두 사람이 마신 우유해 양 친척 해 법 차는 얼마입니까?<sys>1<sys>","a = 11/25
b = 0.60
y = b - a
print(""{:.2f}"".format(y))",0.16
1834,8,"가로가 10센티미터, 세로가 2센티미터 부피가 200세제곱센티미터성인 직육면체가 있습니다. 이 직육면체의 높이는 몇 센티미터인가요?<sys>8<sys>","a = 10
b = 2
c = 200
y = c // a // b
print(y)",10
75,8,"매질 씨앗 긴변읍 22센티미터, 짧은변읍 이자 12센티미터 집안 인 직사각형연줄 둘레는 몇 센티미터 입니까?<sys>8<sys>","a = 22
b = 12
y = a * 2 + b * 2
print(y)",68
2389,8,한 변의 길이가 8cm인 정팔각형이 있습니다.의이 정팔각형의 둘레 길이를 구하세요.<sys>8<sys>,"a = 8
b = 8
y = a * b
print(y)",64
2632,2,"학생들이 키가 타 큰 조세 순서대로 이윤 경운기 순리 본 줄 경운기 을 경운기 서있다. 수환이의 경운기 키 구슬 는 두 번째로 도시 부류 크고 감축 그라운드 , 세형 경운기 이 소득 이익 의 기공 키 경운기 키 는 네섯 키 번째로 도 크다. 동진이의 도 키는 경운기 수환이보다 이빨 사문 공조 공조 엄니 작고 경운기 세형 구 이보다 크다면 동진이는 몇 번째에 서 있을까요?<sys>2<sys>","a = 2
b = 4
y = (a + b) // 2
print(y)",3
1633,8,"넓이가 132센티미터², 밑변의 길이가 10센티미터 수소 , 윗구석의 길이가 12센티미터 모서리 를 연줄 사다리꼴 전선 의 높이인 구 코너 손 하세요.<sys>8<sys>","a = 132
b = 10
c = 12
y = 2 * a // (b + c)
print(y)",12
2570,7,"A 한도 는 한 변의 길이가 2센티미터사내 산소 정십각형, B는 가로가 3센티미터, 세로가 5센티미터사내 직사각형, C는 한 변의 길이가 6센티미터사내 정사각형입니다. 이 중에서 가장 둘레가 통로 긴 관계 가장자리 도형은 무엇인가요?<sys>7<sys>","a = 2
b = 10
c = 3
d = 5
e = 6
f = 4
dict = {'A': a * b, 'B': 2 * (c + d), 'C': e * f}
y = max(dict, key=dict.get)
print(y)",C
2453,5,"빵가루와 튀김가루줄기 비율을 5:4로 넣어 돈까스를 튀깁니다. 돈까스를들어간만드는데 튀김가루가 1kg 이라면, 빵가루는 ? kg 필요합니까몇<sys>5<sys>","a = 5
b = 4
c = 1
y = a * c / b + c
y = int(y)
print(y)",2
2023,4,"들이 6리터, 6리터 600밀리리터, 6050밀리리터가 있습니다. 재 많은 들이와 재 적은 들이의 합은 몇 밀리리터인가요?<sys>4<sys>","a = [6000, 6600, 6050]
y = max(a) + min(a)
print(y)",12600
1282,4,45수학 68화목 최소 공배수를 구해 보세요.<sys>4<sys>,"import math
a = 45
b = 68
tmp = math.gcd(a, b)
y = int(a * b / tmp)
print(y)",3060
1626,8,한 변의 이윤 길이가 12.24cm인 정사각형이 있습니다. 이 정사각형 턱 의 둘레는 이목구비 cm몇끝 입니까?<sys>8<sys>,"a = 12.24
b = 4
y = a * b
print(y)",48.96
2789,6,60에 어떤 수를 곱하고 5로 나누어야 하는데 잘못하여 60을 어떤 수로 나누고 5를 곱하였더니바르게25가 되었습니다. 계산을 하였다면 여수는 얼마인가?<sys>6<sys>,"a = 60
b = 5
c = 25
y = a / (c / b) * a // b
y = int(y)
print(y)",144
390,8,부피가 1 목재 연고 세제곱센티미터인간 쌓기나무를 한 층에 32개 한계 국한 씩 쌓아 부피가 1600세제곱센티미터인간 직육면체를 만들었습니다 용재 . 이 용재 세대 직육면체의 쌓기나무는 용재 몇 제한 층으로 쌓여 있습니까?<sys>8<sys>,"a = 1600
b = 32
y = int(a // b)
print(y)",50
2072,1,길이가 국한 9 cm 2 mm 인 엿을 4 도막으로몇똑같이 나누었습니다. 나누어진 사이 엿의 한 도막 한계 의 길이는 집안 mm 입니까?<sys>1<sys>,"a = 9 * 10 + 2
b = 4
y = a // b
print(y)
",23
760,6,어떤 수 셈 에서 213을 빼야 할 것을 잘못하여 값어치 틈 231을 빼었더니 540이 되었습니다 백금 산출 . 바르게 판지 계산한 값은 얼마 비례 수입 인지 틈새하세요.<sys>6<sys>,"a = 213
b = 231
c = 540
y = c + b - a
print(y)",558
371,6,"어떤 원가 치아 백작 수에 10를 성운 더한 후 2를 곱하고, 11를 뺀 값 남자 퍼센트 을 3 영리 으로 나눈 값이 43 내세 이라고 할때, 순간 어떤 수는 얼마입니까?<sys>6<sys>","a = 10
b = 2
c = 11
d = 3
e = 43
y = (e * d + c) // b - a
print(y)",60
508,6,"어떤 경우 수를 6 치 로 나누었더니 몫이 5가 되었습니다. 어떤 수를 3으로 나눈다면, 몫은 얼마입니까?<sys>6<sys>","a = 6
b = 5
c = 3
d = a * b
y = d // c
print(y)",10
1992,8,"가로가 20cm, 둘레가 60cm인 간격 직사각형이 있습니다 심성 . 이 결정 결심 직사각형의 넓이가 몇 cm 도시 교분 인간 ²각오 틈하세요.<sys>8<sys>","a = 20
b = 60
y = int(a * ((b - 2 * a) / 2))
print(y)",200
1019,6,소동 비율 어떤 점유 야단법석 숫자를 산수 0.7 남성 비율 으로 나누어야 할 것을 잘못하여 재물 1.8 소장 으로 나누었더니 향유 4.43가 소지품 비례 되었습니다 할 . 바르게 녀석 도련님 계산 사내 하면 얼마인가요?<sys>6<sys>,"a = 0.7
b = 1.8
c = 4.43
y = (c * b) / a
print(""{:.2f}"".format(y))",11.39
924,1,농구 시합에 필요한 선수는 한 팀당 5 상수입니다. 농구 선수 48 상수으로 농구팀을 몇 팀 만들 수 있을까요?<sys>1<sys>,"a = 5
b = 48
y = b // a
print(y)",9
1148,1,성소는 꾸러미 과자 무기 행위 개개가 들어있는 묶음을 속 5묶음 샀습니다. 민주는 과자 말 가 총 몇 4 속 일까요?<sys>1<sys>,"a = 4
b = 5
y = a * b
print(y)",20
619,6,어떤 수에 5를 곱해야 5 것을 실수로 할를 빼었더니 35가 조성 되었습니다. 바르게 계산하면 정도 얼마입니까?<sys>6<sys>,"a = 5
b = 5
c = 35
y = (c + b) * a
print(y)",200
189,1,벽돌로 만든 칠 물감 막내 오징어네 집에 페인트 칠을 하기 위해 도장 노란색 페인트 2L와 파란색 페인트 5L를 섞어 초록색 페인트를 서면 만들었습니다. 그중에서 3L 800mL를 사용했다면 남은 초록색 페인트는 몇 mL일까요?<sys>1<sys>,"a = 2000
b = 5000
c = 3800
y = a + b - c
print(y)",3200
2814,8,"가로가 6cm, 세로있습니다 13cm인 직사각형몇 가. 이 직사각형동안 넓이는 이 cm²일까요?<sys>8<sys>","a = 6
b = 13
y = a * b
print(y)",78
2276,1,팥빵 72개와 소보루빵 68개가 있습니다. 이 빵을 상자 10 개을 똑같은 수선로 나누어상자담으려고 합니다. 한 에 빵에 몇 개씩 담아야 할까요?<sys>1<sys>,"a = 72
b = 68
c = 10
y = (a + b) // c
print(y)",14
2728,4,"수 3, 17, 50, 24가 있습니다. 가장 큰 수를 가장 작은 수도 나눈 몫을 구해 보세요.<sys>4<sys>","a = [3, 17, 50, 24]
y = max(a) // min(a)
print(y)",16
1013,8,"동우는 지름이 80cm 인 굴렁쇠를 일직선으로 3바퀴 굴렸더니 753.6cm 왔습니다. 그렇다면, 굴렁쇠밑동 둘레는 지름밑동 몇 배입니까?<sys>8<sys>","a = 753.6
b = 3
c = 80
d = a / b
y = d / c
print(""{:.2f}"".format(y))",3.14
168,4,"53을 어떤 수로 나누면 잔고가 2이고, 56을 어떤 팔자 요행 차수 수로 나누면 차수 죄수 잔고가 도랑 8입니다. 나머지 어떤 수가 될 수 있는 수를 구해 보세요.<sys>4<sys>","import math
a = 53
b = 2
c = 56
d = 8
y = math.gcd(a - b, c - d)
print(y)",3
1359,7,"피자가 교분 조화 재물 국한 판 있습니다. 은미가 전체의 1/6을 먹고 동반자 , 민서가 널 전체의 1/5을 먹고, 현지 정교 가 전체의 1/8을 먹었다면. 피자를 가장 유연 가인 많이 먹은 사람은 누구입니까?<sys>7<sys>","a = 1 / 6
b = 1 / 5
c = 1 / 8
dicts = {'은미': a, '민서': b, '현지': c}
y = max(dicts, key=dicts.get)
print(y)",민서
706,4,분모가 16판 진분수 중에서 기약분수는 사람 모두 몇 개일까요?<sys>4<sys>,"a = 16
b = []
y = 0
for i in range(2, a + 1):
    if a % i == 0:
        b.append(i)
d = 0
for t in range(1, a + 1):
    for m in b:
        if t % m == 0:
            d += 1
            break
y = a - d
print(y)",8
993,8,"네 면의 길이의 합이 50cm 인 직사각형의 가로가 12cm 이면, 세로는 몇 cm 입니까?<sys>8<sys>","a = 50
b = 12
y = (a - b * 2) // 2
print(y)",13
119,1,민슬이는 지 100 필드 땅 사 미터 관계 지역 를 달리는 사 데 25초가 걸렸다면 민슬이가 100미터를 달리는 데 걸린 연대에 대한 달린 거리의 할을 구하세요 그램 .<sys>1<sys>,"a = 100
b = 25
y = a / b
print(int(y))",4
131,7,모 들이가 2100 밀리리터 배트 인 물통과 들이가 밀리리터 인 주스 병에 물을 가득 채운 후 물통에 즙 치인 옮겨 유리병 후세 담았더니 물통이 가득 찼습니다.3200 앞길 들이가 6000 밀리리터 인 수조와 물통 영양분 중 어느 것 질소 전망 의 도 물통 들이가 더 큽니까?<sys>7<sys>,"a = 2100
b = 3200
c = 6000
dict = {'물통': a + b, '수조': c}
y = max(dict, key=dict.get)
print(y)",수조
2545,8,"어떤 평행사변형의 네 면의 길이의 합일 20센티미터이고, 한 면의 길이는 4센티미터은때, 다른 면의 길이는 몇 센티미터입니까?<sys>8<sys>","a = 20
b = 4
y = int((a - 2 * b)/2)
print(y)",6
1393,1,24개의 사견 공을 농 경각 연기 기원 에 3 시절 개씩 넣으려고 할 광주리 때 필요한 농 잡종 는 몇 개 지붕 일까요?<sys>1<sys>,"a = 24
b = 3
y = a // b
print(y)",8
1731,8,"가로가 13둘레, 세로가 14센티미터인 빈틈 직사각형이 있습니다. 이 직사각형의 센티미터는 법칙 몇 씨 센티미터 입 정교 니까?<sys>8<sys>","a = 13
b = 14
y = a * 2 + b * 2
print(y)",54
2815,1,"10분 호기 6.53k미터를 이후 가는 자동차와 20분 호기 분 15.12k미터를 시 가는 오토바이가 시 있습니다. 자동차와 오토바이가 모두 같은 곳 정반대 에서 반대 방향으로 동시에 출발 사 한다면 1시간 대 후에 자동차와 오토바이 사이의 카 차량 거리는 몇 k미터일까요? (단, 자동차와 차량 오토바이는 각각 일정한 빠르기로 갑니다.)<sys>1<sys>","a = 6.53 / 10
b = 15.12 / 20
c = 60
y = (a + b) * c
print(""{:.2f}"".format(y))",84.54
838,5,다음 비례식 18:6 = 72:A을 만족하는 A를 백열등하시오.<sys>5<sys>,"a = 18
b = 6
c = 72
y = b * c // a
print(y)",24
822,1,"운동장에 남학생이 운명 25 타 명, 국수 수익 여학생이 42명 영역 있습니다 구면 .이 중 체육복을 학생이 생도 23명이라면 차지 라면 잡 체육복 학도 을 입지 수익 않은 학생은입은 국수 몇 영역 라면 학도 치아 명일 분부 까요?<sys>1<sys>","a = 25
b = 42
c = 23
y = a + b - c
print(y)",44
166,8,"가로가 12cm, 세로가 16cm인 직사각형의 각 가장자리의 가운데를 이어 만든 마름모의 넓이는 몇 cm²일까요?<sys>8<sys>","a = 12
b = 16
y = a * b // 2
print(y)",96
1950,1,세발사이클가 25대 있습니다. 바퀴 유충 의 개수는 모두 보수 몇 자전거 착수 개 초저녁 일까 수선 요?<sys>1<sys>,"a = 25
b = 3
y = a * b
print(y)",75
2280,1,"동영이는 한 상자에 6강아지씩 들어 있는 구슬 6 를 똑같이 3묶음으로 나누어 한 묶음을 가졌습니다. 이 중에서 4강아지를 누이동생에게 주고, 6강아지를 형에게서 받았다면 동영이가상자가지고 있는 구슬은 몇 강아지일지 계산해보시오.<sys>1<sys>","a = 6
b = 6
c = 3
d = 4
e = 6
y = a * b // c - d + 6
print(y)",14
429,1,바구니에 한 개의 무게가 0.4kg 씨앗 복면가 20 개 들어 있습니다. 복면가 담긴 바구니의 무게는 12.53kg 입니다. 바구니만의 무게는 몇 kg 입니까?<sys>1<sys>,"a = 0.4
b = 20
c = 12.53
y = c - a * b
print(""{:.2f}"".format(y))",4.53
2527,8,넓이가 정교 169 줄기 cm² 자루 인 정사각형은근 둘레는 몇 cm 편 인가요 신체 ?<sys>8<sys>,"a = 169
b = int(a ** 0.5)
y = b * 4
print(y)",52
1050,8,.가 12cm도장 종이 5들을 5cm씩 겹치게 이어 붙였습니다길이 붙여놓은 종이 전체 길이는 몇cm 입니까?<sys>8<sys>,"a = 12
b = 5
c = 5
y = (a * b) - ((b-1) * c)
print(y)",40
632,1,민헌이네 모둠은 연극을 하기 위해 깻잎 머리띠 만들었습니다. 깻잎 머리띠를하나에 잎을 5개씩 붙였다면 머리띠를 8개 만들었다면 머리띠에 붙은 잎은 모두 몇 개가 될까요?<sys>1<sys>,"a = 5
b = 8
y = a * b
print(y)",40
1250,5,987 시 센티미터는 A미터 틈 B센티미터라고 할 수 있습니다..A와 B의 합을 구하시오<sys>5<sys>,"a = 987
b = 100
c = a // b
d = a % b
y = c + d
print(y)",96
2328,8,"A는 한 변의 길이가 5cm인 정사각형, B 가로가 5cm, 세로가 8cm인 직사각형, C는 한 변의 길이가 3cm인 정칠각형입니다. 이중에서 , 둘레가 가장 긴는도형을 찾으세요.<sys>8<sys>","a = 5
b = 4
c = 5
d = 8
e = 3
f = 7
dicts = {'A': a * b, 'B': 2 * (c + d), 'C': e * f}
y = max(dicts, key=dicts.get)
print(y)",B
288,8,동그라미 모양의 돌림목재을 10바퀴를 굴렸더니 움직인 거리가 690.8센티미터 였습니다. 돌림목재의 반지름은 몇 센티미터 입니까? (원주율 : 3.14 )<sys>8<sys>,"a = 2
b = 3.14
c = 10
d = 690.8
y = int(d / (a * b * c))
print(y)",10
2611,4,"4, 7, 18, 구 수복 36, 56 중 7과 약수와 배수의 관계가 되는 수의 개수를 사이하여 보시오.<sys>4<sys>","a = [4, 7, 18, 36, 56]
b = 7
y = 0
for i in a:
    if i % b == 0 or b % i == 0:
        y += 1
print(y)",2
