,class,problem,code,answer,semantics
877,8,"가로가 10 센티미터 , 세로가 30 센티미터인 직사각형 모양의 타일을 겹치지 않게 가로로 30개씩 10줄을 이어 붙였습니다. 이어 붙인 타일 전체의 둘레는 몇 센티미터인지 구하시오.","a = 10
b = 30
c = 30
d = 10
y = (a * c * 2) + (b * d * 2)
print(y)",1200,"가로 가 10 센티미터 , 세로 가 30 센티미터 인 직사각 형 모양 의 타일 을 겹치 지 않 게 가로 로 30 개 씩 10 줄 을 이 어 붙였 습니다 . 이어 붙인 타일 전체 의 둘레 는 몇 센티미터 인지 구하 시 오 ."
878,1,"물병과 보온병에 물을 가득 채운 뒤 모양과 크기가 같은 작은 컵에 옮겨 담았을 때, 물병은 12컵이 나왔고 보온병은 4컵이 나왔습니다. 물병은 보온병보다 몇 배더 액체를 담을 수 있나요?","a = 12
b = 4
y = a / b
print(y)",3,"물병 과 보온병 에 물 을 가득 채운 뒤 모양 과 크기 가 같 은 작 은 컵 에 옮겨 담 았 을 때 , 물병 은 12 컵 이 나왔 고 보온병 은 4 컵 이 나왔 습니다 . 물병 은 보온병 보다 몇 배 더 액체 를 담 을 수 있 나요 ?"
879,7,"우유가 12리터 있는데, 수연이가 전체의 2/5를 마셨고, 현우가 전체의 1/4를 마셨습니다. 수연이와 현우중에서 누가 우유를 더 많이 마셨습니까?","a = 12
b = 2/5
c = 1/4
dicts = {""수연"": a * b, ""현우"": a * c}
y = max(dicts, key=dicts.get)
print(y)",수연,"우유 가 12 리터 있 는데 , 수연 이 가 전체 의 2 / 5 를 마셨 고 , 현우 가 전체 의 1 / 4 를 마셨 습니다 . 수연 이 와 현우 중 에서 누가 우유 를 더 많이 마셨 습니까 ?"
880,8,"수영이는 가로가 11센티미터 , 세로가 19센티미터 인 직사각형 모양의 천을 가지고 있습니다. 수영이가 가진 천의 넓이는 몇 센티미터²입니까?","a = 11
b = 19
c = 4
y = a * b
print(y)",209,"수영 이 는 가로 가 11 센티미터 , 세로 가 19 센티미터 인 직사각 형 모양 의 천 을 가지 고 있 습니다 . 수영 이 가 가진 천 의 넓이 는 몇 센티미터 ² 입니까 ?"
881,5,100과 25를 어떤 수로 나누면 두 수 모두 나누어떨어집니다. 어떤 수 중 가장 큰 수는 얼마인가요?,"import math

a = 100
b = 25
y = math.gcd(a, b)
print(y)",25,100 과 25 를 어떤 수 로 나누 면 두 수 모두 나누 어 떨어집니다 . 어떤 수 중 가장 큰 수 는 얼마 인가요 ?
882,8,정오각형의 한 변의 길이가 140cm일 때 정오각형과 둘레가 같은 정칠각형의 한 변의 길이는 몇 cm인가요?,"a = 5
b = 7
c = 140
y = c * a / b
print(y)",100,정오각형 의 한 변의 길이 가 140 cm 일 때 정오각형 과 둘레 가 같 은 정 칠각형 의 한 변의 길이 는 몇 cm 인가요 ?
883,5,6은 어떤 수의 1/5입니다. 어떤 수의 1/3은 얼마인지 구해 보시오.,"a = 6
b = 1/5
c = 1/3
y = a * c / b
print(y)",10,6 은 어떤 수의 1 / 5 입니다 . 어떤 수의 1 / 3 은 얼마 인지 구해 보 시 오 .
884,5,다음 식 533*A>1234이 있습니다. 이를 만족하는 자연수A 중에서 가장 작은 수를 구하시오.,"a = 533
b = 1234
y = b // a + 1
print(y)",3,다음 식 533 * A > 1234 이 있 습니다 . 이 를 만족 하 는 자연수 A 중 에서 가장 작 은 수 를 구하 시 오 .
885,3,1부터 5까지의 수를 한 번씩 사용하여 만들 수 있는 가장 큰 수를 구해 보시오.,"a = [1, 2, 3, 4, 5]
a.sort(reverse=True)
b = list(map(str, a))
y = """".join(b)
print(y)",54321,1 부터 5 까지 의 수 를 한 번 씩 사용 하 여 만들 수 있 는 가장 큰 수 를 구해 보 시 오 .
886,8,넓이가 95센티미터제곱인 마름모의 한 대각선이 5cm일 때 다른 대각선은 몇 cm 입니까?,"a = 95
b = 5
y = a * 2 / b
print(y)",38,넓이 가 95 센티미터 제곱 인 마름모 의 한 대각선 이 5 cm 일 때 다른 대각선 은 몇 cm 입니까 ?
887,3,"4장의 수 카드 8, 2, 3, 4 가 있습니다. 이를, 한 번씩만 사용하여 만든 2개의 두 자리 수를 곱할 때, 가장 작은 곱을 계산하세요.","from itertools import permutations

a = ['8', '2', '3', '4']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:2])
    e = int(i[2:])
    c.append(d * e)
y = min(c)
print(y)",912,"4 장 의 수 카드 8 , 2 , 3 , 4 가 있 습니다 . 이 를 , 한 번 씩 만 사용 하 여 만든 2 개 의 두 자리 수 를 곱 할 때 , 가장 작 은 곱 을 계산 하 세요 ."
888,1,연필 32개를 한 명에게 8개씩 나누어 주려고 합니다. 몇 명에게 나누어 줄 수 있는지 구해보시오.,"a = 32
b = 8
y = a // b
print(y)",4,연필 32 개 를 한 명 에게 8 개 씩 나누 어 주 려고 합니다 . 몇 명 에게 나누 어 줄 수 있 는지 구해 보 시 오 .
889,5,다음 식 65/5=A 과 5*A=65 이 있습니다. 이를 만족하는 A를 구하시오. ,"a = 65
b = 5
y = a / b
print(y)",13,다음 식 65 / 5 = A 과 5 * A = 65 이 있 습니다 . 이 를 만족 하 는 A 를 구하 시 오 .
890,8,가로가 12cm이고 세로는 가로보다 15cm 더 긴 직사각형의 둘레는 몇 cm인지 구하시오.,"a = 12
b = 15
y = (a + a + b) * 2
print(y)",78,가로 가 12 cm 이 고 세로 는 가로 보다 15 cm 더 긴 직사각 형 의 둘레 는 몇 cm 인지 구하 시 오 .
891,1,똑같은 우유병 27개를 담은 상자의 무게가 74.6kg입니다. 빈 상자의 무게가 2.2kg일 때 우유병 한 개의 무게는 몇 kg일까요?,"a = 27
b = 74.6
c = 2.2
y = (b - c) / a
print(y)",2.68,똑같 은 우유병 27 개 를 담 은 상자 의 무게 가 74 . 6 kg 입니다 . 빈 상자 의 무게 가 2 . 2 kg 일 때 우유병 한 개 의 무게 는 몇 kg 일까요 ?
892,6,어떤 수에 30를 더해야 할 것을 잘못하여 21을 곱했더니 105가 되었습니다. 바르게 계산하면 얼마입니까?,"a = 30
b = 21
c = 105
y = c / b + a
print(y)",35,어떤 수 에 30 를 더 해야 할 것 을 잘못 하 여 21 을 곱했 더니 105 가 되 었 습니다 . 바르 게 계산 하 면 얼마 입니까 ?
893,3,"3장의 숫자카드 6,2,4를 한 번씩만 사용하여 두자리수와 한자리수를 만들어 나눗셈식을 만들려고 합니다. 몫이 가장 크게 될때의 나머지를 구하시오.","from itertools import permutations

a = ['6', '2', '4']
b = 2
c = 1
d = int(max(map(''.join, permutations(a, b))))
e = int(min(map(''.join, permutations(a, c))))
y = d % e
print(y)",0,"3 장 의 숫자 카드 6 , 2 , 4 를 한 번 씩 만 사용 하 여 두 자 리수 와 한자 리수 를 만들 어 나눗셈 식 을 만들 려고 합니다 . 몫 이 가장 크 게 될 때 의 나머지 를 구하 시 오 ."
894,3,"숫자 1, 5, 9, 8, 7가 있습니다. 이중에서 50/60을 약분하려고 할 때 분모와 분자를 나눌 수 없는 수의 개수는 몇 개입니까?","a = [1, 5, 9, 8, 7]
b = 50
c = 60
y = 0
for i in a:
    if b % i != 0 or c % i != 0:
        y += 1
print(y)",3,"숫자 1 , 5 , 9 , 8 , 7 가 있 습니다 . 이 중 에서 50 / 60 을 약분 하 려고 할 때 분모 와 분자 를 나눌 수 없 는 수 의 개수 는 몇 개 입니까 ?"
895,8,한변의 길이가 5센티미터인 마름모가 있습니다. 이 마름모의 둘레를 구하세요.,"a = 5
b = 4
y = a * b
print(y)",20,한 변의 길이 가 5 센티미터 인 마름모 가 있 습니다 . 이 마름모 의 둘레 를 구하 세요 .
896,8,"가로가 25센티미터 , 세로가 19센티미터인 직사각형 모양의 책 윗면의 넓이는 몇 센티미터²입니까?","a = 25
b = 19
c = 4
y = a * b
print(y)",475,"가로 가 25 센티미터 , 세로 가 19 센티미터 인 직사각 형 모양 의 책 윗면 의 넓이 는 몇 센티미터 ² 입니까 ?"
897,8,넓이가 49제곱미터인 정사각형의 둘레는 몇 미터일까요?,"import math

a = 49
y = 4 * math.sqrt(a)
print(y)",28,넓이 가 49 제곱미터 인 정사각형 의 둘레 는 몇 미터 일까요 ?
898,1,"쿠키와 빵이 모두 90개 있는데, 빵이 쿠키보다 15개 더 많다면 쿠키는 몇 개 있습니까?","a = 90
b = 15
y = (a - b) / 2
print(y)",37.5,"쿠키 와 빵 이 모두 90 개 있 는데 , 빵 이 쿠키 보다 15 개 더 많 다면 쿠키 는 몇 개 있 습니까 ?"
899,1,하트 모양 한 개를 만드는 데 철사가 3/4m 필요합니다. 9m의 철사로는 하트 모양을 몇 개까지 만들 수 있는지 구해 보세요.,"a = 3/4
b = 9
y = int(b / a)
print(y)",12,하트 모양 한 개 를 만드 는 데 철사 가 3 / 4 m 필요 합니다 . 9 m 의 철사 로 는 하트 모양 을 몇 개 까지 만들 수 있 는지 구해 보 세요 .
900,7,"세진이는 하루 24시간 중에서 1/6만큼, 현진이는 2/9만큼 비행기를 탔습니다. 누가 더 오래 비행기를 탔을까요?","a = 24
b = 1/6
c = 2/9
dict = {'세진' : a * b, '현진' : a * c}
y = max(dict, key=dict.get)
print(y)",현진,"세진 이 는 하루 24 시간 중 에서 1 / 6 만큼 , 현진 이 는 2 / 9 만큼 비행기 를 탔 습니다 . 누가 더 오래 비행기 를 탔 을까요 ?"
901,1,무게가 같은 라임이 한 봉지에 8개씩 들어 있습니다. 11봉지의 무게가 20kg일 때 라임 한 개의 무게는 몇 kg인지 쓰시오.,"a = 8
b = 11
c = 20
y = c / b / a
print(y)",0.23,무게 가 같 은 라임 이 한 봉지 에 8 개 씩 들 어 있 습니다 . 11 봉지 의 무게 가 20 kg 일 때 라임 한 개 의 무게 는 몇 kg 인지 쓰 시 오 .
902,4,1부터 100까지의 수 중에서 6의 배수이면서 8의 배수인 수의 개수를 구하여 보세요.,"a = 100
b = 6
c = 8
y = 0
for i in range(1, a + 1):
    if i % b == 0 and i % c == 0:
        y += 1
print(y)",4,1 부터 100 까지 의 수 중 에서 6 의 배수 이 면서 8 의 배수 인 수 의 개수 를 구하 여 보 세요 .
903,8,"한변의 길이가 5cm인 정사각형과 가로가 9cm인 직사각형의 둘레가 같다면, 직사각형의 세로의 길이는 몇 cm입니까?","a = 5
b = 4
c = 9
y = (a * b - c * 2) / 2
print(y)",1,"한 변의 길이 가 5 cm 인 정사각형 과 가로 가 9 cm 인 직사각 형 의 둘레 가 같 다면 , 직사각 형 의 세로 의 길이 는 몇 cm 입니까 ?"
904,3,"숫자 카드 4, 3, 8이 있습니다. 이중에서, 2장을 골라 한 번씩만 사용하여 소수 한 자리 수를 만들 때, 4보다 큰 소수는 모두 몇 개 만들 수 있습니까?","from itertools import permutations

a = [4, 3, 8]
b = 2
c = 4
d = list(permutations(a, b))
y = 0
for i in d:
    if i[0] >= c:
        y += 1
if 0 in a and c in a:
    y -= 1
print(y)",4,"숫자 카드 4 , 3 , 8 이 있 습니다 . 이 중 에서 , 2 장 을 골라 한 번 씩 만 사용 하 여 소수 한 자리 수 를 만들 때 , 4 보다 큰 소수 는 모두 몇 개 만들 수 있 습니까 ?"
905,8,직사각형의 넓이가 50km²이고 세로가 25km일 때 가로는 몇 m인가요?,"a = 50
b = 25
y = a / b * 1000
print(y)",2000,직사각 형 의 넓이 가 50 km ² 이 고 세로 가 25 km 일 때 가로 는 몇 m 인가요 ?
906,8,둘레가 24센티미터 이고 세로가 11센티미터 인 직사각형 모양의 수첩의 가로는 몇 센티미터 입니까?,"a = 24
b = 11
c = 4
y = (a - b * 2) / 2
print(y)",1,둘레 가 24 센티미터 이 고 세로 가 11 센티미터 인 직사각 형 모양 의 수첩 의 가로 는 몇 센티미터 입니까 ?
907,4,"숫자 45, 38, 12, 55중에서, 가장 큰 수와 가장 작은 수의 곱을 구하시오.","a = [45, 38, 12, 55]
y = max(a) * min(a)
print(y)",660,"숫자 45 , 38 , 12 , 55 중 에서 , 가장 큰 수 와 가장 작 은 수 의 곱 을 구하 시 오 ."
908,1,58 x 35의 계산 결과를 구해보세요.,"a = 58
b = 35
y = a * b
print(y)",2030,58 x 35 의 계산 결과 를 구해 보 세요 .
909,4,"수 11, 13, 15, 17, 19, 21 가 있습니다. 이중에서 10 이상 15 미만인 수를 구하시오.","a = [11, 13, 15, 17, 19, 21]
b = 10
c = 15
y = 0
for i in a :
    if i>=b and i<c:
        y += 1
print(y)",2,"수 11 , 13 , 15 , 17 , 19 , 21 가 있 습니다 . 이 중 에서 10 이상 15 미만 인 수 를 구하 시 오 ."
910,1,희선이네 집은 이사를 가려고 책을 한 상자에 12권씩 담았더니 모두 24상자가 되고 1권이 남았습니다. 희선이네 집의 책은 모두 몇 권일까요?,"a = 12
b = 24
c = 1
y = (a * b) + c
print(y)",289,희선 이 네 집 은 이사 를 가 려고 책 을 한 상자 에 12 권 씩 담 았 더니 모두 24 상자 가 되 고 1 권 이 남 았 습니다 . 희선 이 네 집 의 책 은 모두 몇 권 일까요 ?
911,5,"다음 식 36/6 = A , 81/B=9이 있습니다. 이를, 만족하는 A와 B의 합을 구하시오.","a = 36
b = 6
c = 81
d = 9
y = (a / b) + (c / d)
print(y)",15,"다음 식 36 / 6 = A , 81 / B = 9 이 있 습니다 . 이 를 , 만족 하 는 A 와 B 의 합 을 구하 시 오 ."
912,7,"172 cm인 친구의 키를 진수는 175cm으로 어림하였고 민현이는 170cm으로 어림하였다면, 둘 중에 누가 더 가깝게 어림하였는지 구하세요.","a = 172
b = 175
c = 170
dicts = {'진수': abs(a - b), '민현': abs(a - c)}
y = min(dicts, key=dicts.get)
print(y)",민현,"172 cm 인 친구 의 키 를 진 수 는 175 cm 으로 어림 하 였 고 민현 이 는 170 cm 으로 어림 하 였 다면 , 둘 중 에 누가 더 가깝 게 어림 하 였 는지 구하 세요 ."
913,2,"달리기 시합에서 남구는 3등을 했고, 윤서는 5등을 했습니다. 석호는 윤서보다 잘했지만 남구보다는 못했습니다. 석호의 등수는 몇 등입니까?","a = 3
b = 5
y = b - 1
while y > 0:
    if y > a:
        break
    y -= 1
print(y)",4,"달리기 시합 에서 남구 는 3 등 을 했 고 , 윤서 는 5 등 을 했 습니다 . 석호 는 윤서 보다 잘 했 지만 남구 보다 는 못했 습니다 . 석호 의 등수 는 몇 등 입니까 ?"
914,1,"물 9.84L를 8개의 물통에 똑같이 나누어 담으려고 한다면, 물통 1개에 물을 몇 L 담아야 하는지 구해 보세요.","a = 9.84
b = 8
y = a / b
print(y)",1.23,"물 9 . 84 L 를 8 개 의 물통 에 똑같이 나누 어 담 으려고 한다면 , 물통 1 개 에 물 을 몇 L 담 아야 하 는지 구해 보 세요 ."
915,1,쿠폰 8장씩 5묶음을 4명에게 똑같이 나누어 주려고 합니다. 한 사람은 몇 개의 쿠폰을 가지게 되는지 구하시오.,"a = 8
b = 5
c = 4
y = a * b // c
print(y)",10,쿠폰 8 장 씩 5 묶음 을 4 명 에게 똑같이 나누 어 주 려고 합니다 . 한 사람 은 몇 개 의 쿠폰 을 가지 게 되 는지 구하 시 오 .
916,1,"수련회에 참가한 남학생은 33명, 여학생은 32명입니다. 이 학생들을 5조으로 똑같이 나누려고 한다면, 한 조는 몇 명씩으로 해야 하는지 구해 보시오.","a = 33
b = 32
c = 5
y = (a + b) // c
print(y)",13,"수련 회 에 참가 한 남학생 은 33 명 , 여학생 은 32 명 입니다 . 이 학생 들 을 5 조 으로 똑같이 나누 려고 한다면 , 한 조 는 몇 명 씩 으로 해야 하 는지 구해 보 시 오 ."
917,1,한 봉지에 30개씩 들어 있는 구슬 8봉지가 있습니다. 도희는 이 구슬을 학교 벼룩시장에서 한 봉지에 14개씩 담아서 팔려고 합니다. 도희가 벼룩시장에서 팔 수 있는 구슬은 몇 봉지가 될까요?,"a = 30
b = 8
c = 14
y = a * b // c
print(y)",17,한 봉지 에 30 개 씩 들 어 있 는 구슬 8 봉지 가 있 습니다 . 도희 는 이 구슬 을 학교 벼룩시장 에서 한 봉지 에 14 개 씩 담 아서 팔 려고 합니다 . 도희 가 벼룩시장 에서 팔 수 있 는 구슬 은 몇 봉지 가 될까요 ?
918,1,석류가 한 봉지에 12개씩 들어 있습니다. 17봉지에 들어 있는 석류는 모두 몇 개가 될까요?,"a = 12
b = 17
y = a * b
print(y)",204,석류 가 한 봉지 에 12 개 씩 들 어 있 습니다 . 17 봉지 에 들 어 있 는 석류 는 모두 몇 개 가 될까요 ?
919,6,"어떤 수의 1/6은 50이라면, 어떤 수의 3/10는 얼마인지 구해보시오.","a = 1 / 6
b = 50
c = 3 / 10
y = (b / a) * c
print(y)",90,"어떤 수의 1 / 6 은 50 이 라면 , 어떤 수의 3 / 10 는 얼마 인지 구해 보 시 오 ."
920,8,"지름이 60cm 인 원 안에 반지름이 2cm 인 원을 겹치지 않게 그리려고 한다면, 최대 몇 개까지 그릴 수 있습니까?","a = 60
b = 2
c = 2 * b
y = int(a / c)
print(y)",15,"지름 이 60 cm 인 원 안 에 반지름 이 2 cm 인 원 을 겹치 지 않 게 그리 려고 한다면 , 최대 몇 개 까지 그릴 수 있 습니까 ?"
921,4,"숫자 13, 50, 90 중에서 가장 큰 수와 가장 작은 수를 뺀 값은 몇입니까?","a = [13, 50, 90]
y = max(a) - min(a)
print(y)",77,"숫자 13 , 50 , 90 중 에서 가장 큰 수 와 가장 작 은 수 를 뺀 값 은 몇 입니까 ?"
922,8,"넓이가 50제곱미터인 직사각형 모양의 들판의 가로가 10미터 일 때, 세로는 몇 미터 입니까?","a = 50
b = 10
y = a / b
print(y)",5,"넓이 가 50 제곱미터 인 직사각 형 모양 의 들판 의 가로 가 10 미터 일 때 , 세로 는 몇 미터 입니까 ?"
923,1,딸기 90개를 5명에게 똑같이 나누어 주려고 합니다. 한명에게 몇 개씩 줄 수 있을까요?,"a = 90
b = 5
y = a // b
print(y)",18,딸기 90 개 를 5 명 에게 똑같이 나누 어 주 려고 합니다 . 한 명 에게 몇 개 씩 줄 수 있 을까요 ?
924,1,농구 시합에 필요한 선수는 한 팀당 5 명입니다. 농구 선수 48 명으로 농구팀을 몇 팀 만들 수 있을까요?,"a = 5
b = 48
y = b // a
print(y)",9,농구 시합 에 필요 한 선수 는 한 팀 당 5 명 입니다 . 농구 선수 48 명 으로 농구 팀 을 몇 팀 만들 수 있 을까요 ?
925,1,성미네 어머니께서는 3L로 13.7km를 가는 자동차로 거리가 461.3km 떨어진 할머니 댁까지 가려고 합니다. 휘발유 가격이 1L에 1200원일 때 할머니 댁까지 가는 데 드는 휘발유의 값은 얼마인지 구해 보세요.,"a = 13.7
b = 461.3
c = 1200
y = (b / a) * c
print(y)",40405.84,성미 네 어머니 께서 는 3 L 로 13 . 7 km 를 가 는 자동차 로 거리 가 461 . 3 km 떨어진 할머니 댁 까지 가 려고 합니다 . 휘발유 가격 이 1 L 에 1200 원 일 때 할머니 댁 까지 가 는 데 드 는 휘발유 의 값 은 얼마 인지 구해 보 세요 .
926,4,"3개의 수 42, 56, 34 중에서 2 개를 골라 곱한 값이 1428이라고 합니다. 고른 수 중 더 큰 값을 쓰시오.","from itertools import combinations

a = [42, 56, 34]
b = 2
c = 1428
d = combinations(a, b)
for i in d:
    if i[0] * i[1] == c:
        y = max(i[0], i[1])
        break
print(y)",42,"3 개 의 수 42 , 56 , 34 중 에서 2 개 를 골라 곱한 값 이 1428 이 라고 합니다 . 고른 수 중 더 큰 값 을 쓰 시 오 ."
927,1,"배가 한 상자에 15개씩 들어 있을 때 , 6상자에 들어 있는 배는 모두 몇 개입니까?","a = 15
b = 6
y = a * b
print(y)",90,"배 가 한 상자 에 15 개 씩 들 어 있 을 때 , 6 상자 에 들 어 있 는 배 는 모두 몇 개 입니까 ?"
928,1,민우는 45 cm 짜리 형광펜을 샀습니다. 한 달 동안 사용한 후에 다시 길이를 재어 보았더니28cm 였습니다. 한 달 동안 사용한 형광펜의 길이는 몇 cm일까요?,"a = 45
b = 28
y = a - b
print(y)",17,민우 는 45 cm 짜리 형광펜 을 샀 습니다 . 한 달 동안 사용 한 후 에 다시 길이 를 재 어 보 았 더니 28 cm 였 습니다 . 한 달 동안 사용 한 형광펜 의 길이 는 몇 cm 일까요 ?
929,4,42부터 75까지의 수 중에서 8의 배수는 모두 몇 개 일까요?,"a = 42
b = 75
c = 8
y = 0
for i in range(a, b + 1):
    if i % c == 0:
        y += 1
print(y)",4,42 부터 75 까지 의 수 중 에서 8 의 배수 는 모두 몇 개 일까요 ?
930,1,콩쥐는 들이가 30리터 200밀리리터인 빈 독에 물을 가득 채워야만 잔치에 갈 수 있습니다. 하지만 독 아래에 구멍이 뚫려서 콩쥐가 독에 물을 80리터 900밀리리터 부었는데도 물은 채워지지 않고 계속 빈 독이었습니다. 이 상황을 지켜보던 두꺼비가 독 안으로 들어가서 구멍을 막아 주어 독에 물을 가득 채울 수 있었습니다. 콩쥐가 독에 부은 물은 모두 몇 밀리리터인가요?,"a = 30200
b = 80900
y = a + b
print(y)",111100,콩 쥐 는 들이 가 30 리터 200 밀리리터 인 빈 독 에 물 을 가득 채워야 만 잔치 에 갈 수 있 습니다 . 하지만 독 아래 에 구멍 이 뚫려서 콩 쥐 가 독 에 물 을 80 리터 900 밀리리터 부 었 는데 도 물 은 채워 지 지 않 고 계속 빈 독 이 었 습니다 . 이 상황 을 지켜보 던 두꺼비 가 독 안 으로 들어가 서 구멍 을 막 아 주 어 독 에 물 을 가득 채울 수 있 었 습니다 . 콩 쥐 가 독 에 부 은 물 은 모두 몇 밀리리터 인가요 ?
931,1,길이가 50미터 인 도로의 양쪽에 5 미터 간격으로 나무를 심으려고 합니다. 시작 부분과 끝 부분에 모두 나무를 심는다면 모두 몇 그루가 필요합니까?,"a = 50
b = 5
y = (a // b + 1) * 2
print(y)",22,길이 가 50 미터 인 도로 의 양쪽 에 5 미터 간격 으로 나무 를 심 으려고 합니다 . 시작 부분 과 끝 부분 에 모두 나무 를 심 는다면 모두 몇 그루 가 필요 합니까 ?
932,8,길이가 40cm인 색 테이프 5장을 같은 길이만큼씩 겹치게 하여 한 줄로 길게 이어 붙였습니다. 이어 붙인 색 테이프의 전체 길이가 150cm라면 색 테이프를 몇cm 씩 겹치게 이어 붙인 것입니까?,"a = 40
b = 5
c = 150
y = (a * b - c)/ (b - 1)
print(y)",12.5,길이 가 40 cm 인 색 테이프 5 장 을 같 은 길이만 큼씩 겹치 게 하 여 한 줄 로 길 게 이어 붙였 습니다 . 이어 붙인 색 테이프 의 전체 길이 가 150 cm 라면 색 테이프 를 몇 cm 씩 겹치 게 이어 붙인 것 입니까 ?
933,1,사과 48개를 상자 4개에 똑같이 나누어 담으려고 합니다. 상자 하나에 사과는 몇 개 들어갑니까?,"a = 48
b = 4
y = a // b
print(y)",12,사과 48 개 를 상자 4 개 에 똑같이 나누 어 담 으려고 합니다 . 상자 하나 에 사과 는 몇 개 들 어 갑니까 ?
934,8,"두 변의 길이가 각각 9.12센티미터, 8.56센티미터인 평행사변형의 둘레는 몇 센티미터입니까?","a = 9.12
b = 8.56
y = a * 2 + b * 2
print(y)",35.36,"두 변의 길이 가 각각 9 . 12 센티미터 , 8 . 56 센티미터 인 평행사변형 의 둘레 는 몇 센티미터 입니까 ?"
935,7,"학생 수가 천재 초등학교는 3222명, 일등 초등학교는 3333명입니다. 학생 수가 더 많은 초등학교의 이름을 쓰세요. ","a = 3222
b = 3333
dicts = {'천재': a, '일등': b}
y = max(dicts, key=dicts.get)
print(y)",일등,"학생 수 가 천재 초등 학교 는 3222 명 , 일 등 초등 학교 는 3333 명 입니다 . 학생 수 가 더 많 은 초등 학교 의 이름 을 쓰 세요 ."
936,7,"가로 5센티미터, 세로 3센티미터인 직사각형 A, 가로 4센티미터, 세로 6센티미터인 직사각형 B, 가로 3센티미터, 세로 7센티미터인 직사각형 C 중에서 넓이가 가장 넓은 직사각형은 무엇인가요?","a = 5
b = 3
c = 4
d = 6
e = 3
f = 7
dict = {'A': a * b, 'B': c * d, 'C': e * f}
y = max(dict, key=dict.get)
print(y)",B,"가로 5 센티미터 , 세로 3 센티미터 인 직사각 형 A , 가로 4 센티미터 , 세로 6 센티미터 인 직사각 형 B , 가로 3 센티미터 , 세로 7 센티미터 인 직사각 형 C 중 에서 넓이 가 가장 넓 은 직사각형 은 무엇 인가요 ?"
937,1,운동장에 학생들이 한 줄에 4명씩 8 줄로 서 있습니다. 이 학생들을 한 줄에 8 명씩 다시 줄을 세우면 몇 줄로 세울 수 있나요?,"a = 4
b = 8
c = 8
y = a * b // c
print(y)",4,운동장 에 학생 들 이 한 줄 에 4 명 씩 8 줄 로 서 있 습니다 . 이 학생 들 을 한 줄 에 8 명 씩 다시 줄 을 세우 면 몇 줄 로 세울 수 있 나요 ?
938,3,"숫자 카드 1, 5, 7, 9 중에서 2장을 뽑아 두 수의 곱을 구하려고 합니다. 가장 작은 곱은 얼마일까요?","a = [1, 5, 7, 9]
a.sort()
y = a[0] * a[1]
print(y)",5,"숫자 카드 1 , 5 , 7 , 9 중 에서 2 장 을 뽑 아 두 수 의 곱 을 구하 려고 합니다 . 가장 작 은 곱 은 얼마 일까요 ?"
939,1,원영이의 한 걸음은 3cm입니다. 원영이가 20걸음을 걸으면 걸은 거리는 몇 cm가 될까요?,"a = 3
b = 20
y = a * b
print(y)",60,원영 이 의 한 걸음 은 3 cm 입니다 . 원영 이 가 20 걸음 을 걸으면 걸 은 거리 는 몇 cm 가 될까요 ?
940,8,"민주가 길이가 88센티미터인 철사로 가장 큰 정사각형을 만들었다면, 만든 정사각형의 넓이는 몇 센티미터²일까요?","a = 88
b = 4
y = (a / b) ** 2
print(y)",484,"민주 가 길이 가 88 센티미터 인 철사 로 가장 큰 정사각형 을 만들 었 다면 , 만든 정사각형 의 넓이 는 몇 센티미터 ² 일까요 ?"
941,1,멜론 한 개의 무게는 2.2kg입니다. 상자 한 개에 멜론이 9개 들어 있다면 상자 6개에 들어 있는 멜론의 무게는 모두 몇 kg일 지 계산해보시오.,"a = 2.2
b = 9
c = 6
y = a * b * c
print(y)",118.80000000000001,멜론 한 개 의 무게 는 2 . 2 kg 입니다 . 상자 한 개 에 멜론 이 9 개 들 어 있 다면 상자 6 개 에 들 어 있 는 멜론 의 무게 는 모두 몇 kg 일 지 계산 해 보 시 오 .
942,8,둘레가 40cm인 마름모가 있습니다. 이 마름모의 한 변의 길이는 몇 cm입니까?,"a = 40
b = 4
y = a / b
print(y)",10,둘레 가 40 cm 인 마름모 가 있 습니다 . 이 마름모 의 한 변의 길이 는 몇 cm 입니까 ?
943,7,"피자가 한 판을 은진이가 전체의 1/5을 먹고, 서주가 전체의 1/6을 먹고, 동준가 전체의 1/8을 먹었다면, 피자를 가장 많이 먹은 사람은 누구입니까?","a = 1 / 5
b = 1 / 6
c = 1 / 8
dicts = {'은진': a, '서주': b, '동준': c}
y = max(dicts, key=dicts.get)
print(y)",은진,"피자 가 한 판 을 은진 이 가 전체 의 1 / 5 을 먹 고 , 서주 가 전체 의 1 / 6 을 먹 고 , 동준 가 전체 의 1 / 8 을 먹 었 다면 , 피자 를 가장 많이 먹 은 사람 은 누구 입니까 ?"
944,1,귤이 한 상자에 40개씩 30상자가 있습니다. 하루에 80개씩 10일 동안 팔면 남는 귤은 몇 개인지 구하시오.,"a = 40
b = 30
c = 80
d = 10
y = a * b - c * d
print(y)",400,귤 이 한 상자 에 40 개 씩 30 상자 가 있 습니다 . 하루 에 80 개 씩 10 일 동안 팔 면 남 는 귤 은 몇 개 인지 구하 시 오 .
