,Unnamed: 0,class,problem,code,answer
257,257,7,"기차는 10시간 동안 1000km를 달리고, 버스는 8시간 동안 612km미터를 달립니다. 기차와 버스 중 어느 것이 더 빠를까요?","a = 10
b = 1000
c = 8
d = 612
dicts = {""기차"": b / a, ""버스"": d / c}
y = max(dicts, key=dicts.get)
print(y)",기차
258,258,1,사탕을 한 봉지에 32개씩 8봉지에 담았습니다. 전체 사탕의 개수는 몇 개입니까?,"a = 32
b = 8
y = a * b
print(y)",256
259,259,4,"숫자 20, 5, 45 중에서, 가장 큰 수를 가장 작은 수로 나눈 몫은 얼마입니까?","a = [20, 5, 45]
y = max(a) // min(a)
print(y)",9
260,260,3,"숫자 카드 8, 2, 3, 1, 4를 한 번만 사용하여 만들 수 있는 가장 큰 수는 얼마인가요?","from itertools import permutations

a = ['8', '2', '3', '1', '4']
y = int(max(map(''.join, permutations(a, len(a)))))
print(y)",84321
261,261,1,기후는 500원짜리 동전이 20개 있습니다. 오천원짜리 과자를 하나 샀을 때 남은 돈은 얼마가 될까요?,"a = 500
b = 20
c = 5000
y = (a * b) - c
print(y)",5000
262,262,1,마카롱이 한 상자에 4개씩 10줄로 놓여 있습니다. 이 초콜릿을 학생 8명에게 4개씩 나누어 주면 몇 개가 남습니까?,"a = 4
b = 10
c = 8
d = 4
y = (a * b) - (c * d)
print(y)",8
263,263,8,"승훈이가 가로가 15cm, 세로가 11cm인 직사각형 모양의 태극기의 둘레는 몇 cm일까요?","a = 15
b = 11
y = (a + b) * 2
print(y)",52
264,264,8,"가로가 7미터 이고, 세로가 9미터 인 직사각형 모양의 꽃밭의 넓이는 몇 제곱미터인지 구하시 오.","a = 7
b = 9
y = a * b
print(y)",63
265,265,8,"가로의 길이가 19cm, 세로의 길이가 21cm인 직사각형이 있습니다. 이 직사각형의 넓이를 구하시오.","a = 19
b = 21
y = a * b
print(y)",399
266,266,4,분모가 16인 진분수 중에서 기약분수는 경우는 모두 몇 가지일 지 구해보세요.,"import math
a = 16
y = 0
for i in range(1, a):
    if math.gcd(i, a) == 1:
        y = y + 1
print(y)",8
267,267,5,"숫자 A, B가 있습니다. A를 7로 나는 몫은 15이고, 나머지가 B일 때, A 안에 들어갈 수 있는 수 중에서 가장 큰 수는 얼마인지 구해 보세요.","a = 7
b = 15
y = a * b + (a - 1)
print(y)",111
268,268,3,"숫자 카드 1, 3, 7 가있습니다. 2장의 카드를 사용하여 만들 수 있는 가장 큰 분수와 가장 작은 분수의 곱을 구하세요.","a = [1, 3, 7]
y = (max(a) / min(a)) * (min(a) / max(a))
print(y)",1
269,269,6,45를 어떤 자연수로 나누었더니 몫이 9였습니다. 80를 어떤 수로 나눈 몫은 얼마입니까?,"a = 45
b = 9
c = 80
y = c // (a // b)
print(y)",16
270,270,8,한 변이 33미터 인 정사각형 모양의  밭의 둘레를 구하시오.,"a = 33
b = 4
y = a * b
print(y)",132
271,271,7,"한 상자에 46개씩 담겨져 있는 감이 4상자 있고, 50개씩 담겨져 있는 배가 9상자 있습니다. 감과 배 중 무엇이 더 적나요?","a = 46
b = 4
c = 50
d = 9
dicts = {'감': a * b, '배': c * d}
y = min(dicts, key=dicts.get)
print(y)",감
272,272,8,길이가 48cm인 철사를 이용하여 만든 가장 큰 정삼각형의 한 변은 몇 cm인가요?,"a = 48
b = 3
y = a / b
print(y)",16
273,273,1,철사 119/12m중에서 22/6m를 사용하였습니다. 남은 털실은 몇m 인지 소수로 나타내시오?,"a = 119/12
b = 22/6 
y = a - b
print(y)",6.25
274,274,4,"수 30, 1, 34, 5 중 가장 큰 수와 가장 작은 수의 곱을 구하여 보시오.","a = [30, 1, 34, 5]
b = max(a)
c = min(a)
y = b * c
print(y)",34
275,275,8,한 변의 길이가 30cm인 정사각형과 둘레가 같은 정육각형의 한 변의 길이는 몇 cm입니까?,"a = 30
b = 4
c = 6
y = a * b / c
print(y)",20
276,276,8,"한 대각선의 길이가 15센티미터인 마름모의 넓이가 밑변이 15센티미터, 높이가 20센티미터인 삼각형의 넓이와 같다고 합니다. 그렇다면, 마름모의 다른 대각선의 길이는 몇 센티미터일까요?","a = 15
b = 15
c = 20
y = (b * c / 2) * 2 / a
print(y)",20
277,277,4,"세 숫자 1.2, 3.3, 5.9 중에서, 가장 큰 소수와 가장 작은 소수의 합을 구하세요.","a = [1.2, 3.3, 5.9]
y = max(a) + min(a)
print(y)",7.10
278,278,8,한 변의 길이가 5.88미터인 정사각형이 있습니다. 이 정사각형의 넓이는 몇 제곱미터입니까?,"a = 5.88
y = a ** 2
print(y)",34.57
279,279,3,"숫자 카드 2, 3, 5, 9가 있습니다. 카드를 3개를 골라 한 번씩만 사용하여 세 자리 수 두개를 만들어 차를 구하려고 합니다. 차가 가장 큰 뺄셈식의 차를 구하시오.","from itertools import permutations

a = ['2', '3', '5', '9']
b = 3
c = list(map(''.join, permutations(a, b)))
d = int(max(c))
e = int(min(c))
y = d - e
print(y)",718
280,280,1,"만연필 한 자루의 무게는 150g , 색연필8개의 무게는 320g 입니다. 만연필 5 자루와 색연필 4개의 무게를 합 하면 얼마입니까?","a = 150
b = 8
c = 320
d = 5
e = 4
y = a * d + c / b * e
print(y)",910
281,281,5,"현재 펼쳐져 있는 책의 두 쪽수의 합이 101이라면, 두 쪽수 중 큰 수를 쓰시오.","a = 101
y = (a + 1) // 2
print(y)",51
282,282,1,배추 모종이 한 판에 50 포기씩 6 판 있습니다. 배추 모종은 총 몇 포기인지 계산해보세요.,"a = 50
b = 6
y = a * b
print(y)",300
283,283,1,민지는 길이가 20cm 짜리 연필로 책상의 긴 쪽 길이를 재었더니 33번 이었습니다. 책상의 긴 쪽의 길이는 몇 센티미터인지 구하세요.,"a = 20
b = 33
y = a * b
print(y)",660
284,284,3,"숫자 카드 2, 3, 7를 한 번씩 사용하여 두 자리 수와 한 자리 수를 만들었습니다. 두 수의 나눗셈에서 나머지가 가장 작은 경우의 몫과 나머지의 합을 구하세요.","from itertools import permutations

a = ['2', '3', '7']
b = list(map(''.join, permutations(a)))
c = []
d = []
for i in b:
    e = int(i[:2])
    f = int(i[2:])
    c.append(e % f)
    d.append(e // f + e % f)
y = d[c.index(min(c))]
print(y)",9
285,285,4,"분수 4/11, 2/5, 3/8가 있습니다. 이중 큰 수와 작은 수의 차를 구해서 소수 둘째자리까지 나타내시오.","a = 4 / 11
b = 2 / 5
c = 3 / 8
d = [a, b, c]
y = max(d) - min(d)
print(""{:.2f}"".format(y))",0.04
286,286,1,과수원에서 오늘 감귤을 400개 수확했습니다. 이 감귤을 한 상자에 5개씩 담아 팔려고 합니다. 팔 수 있는 감귤은 최대 몇 상자일까요?,"a =400 
b = 5
y = a // b
print(y)",80
287,287,2,키가 작은 사람부터 순서대로 10명이 한 줄로 서 있습니다. 태형이가 앞에서부터 3번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 세운다면 태형이는 앞에서부터 몇 번째에 서게 될까요?,"a = 10
b = 3
y = (a + 1) - b
print(y)",8
288,288,8,원 모양의 돌림판을 10바퀴를 굴렸더니 움직인 거리가 690.8센티미터 였습니다. 돌림판의 반지름은 몇 센티미터 입니까? (원주율 : 3.14 ),"a = 2
b = 3.14
c = 10
d = 690.8
y = d / (a * b * c)
print(y)",10.999999999999998
289,289,8,"윤서가 그린 그림의 가로는 19/26미터, 세로는 4/15미터입니다. 가로 길이와 세로 길이의 차를 소수 둘째자리까지 나타내보시오.","a = 19 / 26
b = 4 / 15
y = abs(a - b)
print(""{:.2f}"".format(y))",0.46
290,290,8,한 변의 길이가 9/16m인 정사각형의 이 정사각형의 둘레는 몇 m입니까?,"a = 9 / 16
b = 4
y = a * b
print(y)",2.25
291,291,3,"수 카드 1, 5, 9를 한 번씩 사용하여 세 자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 차를 구하세요.","from itertools import permutations

a = ['1', '5', '9']
b = int(max(map(''.join, permutations(a, 3))))
c = int(min(map(''.join, permutations(a, 3))))
y = b - c
print(y)",792
292,292,8,넓이가 60센티미터인 원의 반지름의 길이가 세 배가 될 경우 넓이는 센티미터²가 될까요?,"import math

a = 60
b = 3
c = math.pi
y = a * (b ** 2)
print(y)",540
293,293,3,"4장의 숫자 카드 1,2,7,9가 있습니다. 이중에서 2장을 뽑아 한 번씩만 사용하여 두 자리 수를 만들었습니다. 만든 두 자리 수를 4로 나누었을 때 몫이 가장 작은 나눗셈식의 몫을 구해보시오.","from itertools import permutations

a = ['1', '2', '7', '9']
b = 4
c = list(map(''.join, permutations(a, 2)))
e = []
for i in c:
    if int(i) % b == 0:
        e.append(int(i) // b)
y = min(e)
print(y)",3
294,294,5,"집에서 치과까지의 거리는 집에서 내과까지의 거리의 3.21배입니다. 집에서 내과까지의 거리가 60m라면, 집에서 치과까지의 거리는 몇m 인가요?","a = 3.21
b = 60
y = a * b
print(y)",192.60
295,295,1,서현이는 오렌지 주스를 하루에 9/12L 씩 마십니다. 서현이가 8일 동안 마신 물은 몇L일까요?,"a = 9/12
b = 8
y = a * b
print(y)",6
296,296,1,강황 가루 3컵에 물 9컵을 넣어 강황 요리를 만들려고 합니다. 물 양에 대한 강황 가루 양의 비율을 소수로 나타내시오.,"a = 3
b = 9
y = a / b
print(y)",0.33
297,297,1,"10만 원짜리 수표 12장을 만 원짜리 지폐로 모두 바꾸었다면, 만 원짜리 지폐는 총 몇 장인가요?","a = 100000 * 12
b = 10000
y = a // b
print(y)",120
298,298,4,"88, 62, 15이 있습니다. 가장 큰 수에서 가장 작은 수를 뺀 값을 구해보세요.","a = [88, 62, 15]
y = max(a) - min(a)
print(y)",73
299,299,7,"A는 500 / 31, B는 560 / 34일 때 몫이 더 작은 나눗셈의 기호를 말하시오.","a = 500 // 31
b = 560 // 34
dicts = {'A': a, 'B': b}
y = min(dicts, key = dicts.get)
print(y)",A
300,300,3,1에서 7까지의 숫자가 있습니다. 이 숫자들을 각각 한 번씩 사용하여 만들 수 있는 수 중에서 가장 작은 수를 구하시오.,"a = [1, 2, 3, 4, 5, 6, 7]
a.sort()
b = list(map(str, a))
y = """".join(b)
print(y)",1234567
301,301,4,"숫자 22, 35, 60 중에서, 가장 큰 수와 가장 작은 수의 곱을 구하세요.","a = [22, 35, 60]
y = max(a) * min(a)
print(y)",1320
302,302,8,"가로가 11cm, 세로가 19cm인 직육면체의 모든 모서리의 길이의 합이 180cm일 때 직육면체의 높이를 구하시오.","a = 11
b = 19
c = 180
y = c / 4 - (a + b)
print(y)",15
303,303,8,"정사각형 안에 가장 큰 원을 그렸을 때, 원의 반지름은 12cm라고 한다면, 정사각형의 한 변의 길이는 몇 cm 입니까?","a = 12
b = a * 2
y = b
print(y)",24
304,304,5,어떤 수와 8의 곱은 40입니다. 95를 어떤 수로 나누면 몫은 얼마입니까?,"a = 8
b = 40
c = 95
y = c // (b / a)
print(y)",19
305,305,6,어떤 수에서 0.21를 빼야 할 것을 잘못하여 더했더니 6.83 이 되었습니다. 바르게 계산하면 얼마입니까?,"a = 0.21
b = 6.83
c = b - a
y = c - a
print(y)",6.41
306,306,8,한 변의 길이가 7cm인 마름모가 있습니다. 이 마름모의 둘레를 구하시오.,"a = 7
b = 4
y = a * b
print(y)",28
307,307,8,한 변의 길이가 15cm인 정오각형이 있습니다. 이 정오각형의 둘레는 몇cm인가요?,"a = 15
b = 5
y = a * b
print(y)",75
308,308,6,어떤 수에서 25을 뺐더니 81이 되었습니다. 어떤 수는 몇 이였을까요?,"a = 25
b = 81
y = a + b
print(y)",106
309,309,3,"숫자 카드 1, 9, 2, 8가 있습니다. 이중에서, 3장을 한 번씩만 사용하여 만들 수 있는 가장 큰 세 자리 수를 구하시오","from itertools import permutations

a = ['1', '9', '2', '8']
y = int(max(map(''.join, permutations(a, 3))))
print(y)",982
310,310,1,주스 5.7L를 윤정이네 반 학생들이 나누어 마셨더니 3.2L가 남았습니다. 윤정이네 반 학생들이 마신 주스의 양은 몇 L일까요?,"a = 5.7
b = 3.2
y = a - b
print(y)",2.50
311,311,1,샤프 45자루를 한 명에게 3자루씩 주려고 합니다. 몇 명에게 나누어 줄 수 있을까요?,"a = 45
b = 3
y = a // b
print(y)",15
312,312,3,"숫자 3, 5, 1, 8, 9가 있습니다. 3개의 숫자를 뽑아 한 번씩만 사용하여 세 자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 합을 구하시오.","from itertools import permutations

a = ['3', '5', '1', '8', '9']
b = 3
c = list(map(''.join, permutations(a, b)))
d = int(max(c))
e = int(min(c))
y = d + e
print(y)",1120
313,313,6,어떤 수에 17을 곱해야 할 것을 실수로 31 을 곱하였더니 372가 나왔습니다. 바르게 계산한 값을 구하시오.,"a = 372
b = 31
c = 17
y = (a / b) * c
print(y)",204
314,314,8,"가로가 5+2/9센티미터, 세로가 3+2/9센티미터인 직사각형과 가로가 5센티미터, 세로가 6+1/5센티미터인 평행사변형이 있습니다. 두 도형의 넓이의 차는 몇 센티미터² 인지 구하시오.","a = (5 + 2 / 9) * (3 + 2 / 9)
b = 5 * (6 + 1 / 5)
y = abs(a - b)
print(y)",14.17
315,315,5,다음 식 81 / A = 36 / 4이 있습니다. 이를 만족하는 A를 구하시오.,"a = 81
b = 36
c = 4
y = a / (b / c)
print(y)",9
316,316,4,"숫자 97, 8, 50가 있습니다. 이중에서, 가장 큰 수를 가장 작은 수로 나눈 몫을 구해 보시오.","a = [97, 8, 50]
b = max(a)
c = min(a)
y = b // c
print(y)",12
317,317,1,한 병에 10리터가 들어 있는 주스를 3명이 똑같이 나누어 마셨더니 주스가 1리터 남았습니다. 한 명이 마신 주스는 몇 리터일까요?,"a = 10
b = 3
c = 1
y = (a - c) / b
print(y)",3.0
318,318,1,"철사를 현지는 123cm사용하였고, 재석이는 현지보다 333cm 더 사용하였다면, 재석이가 사용한 철사는 몇 cm일까요?","a = 123
b = 333
y = a + b
print(y)",456
319,319,8,"한 변의 길이가 7.42cm인 정팔각형이 있습니다. 이 정팔각형과 둘레가 같은 정사각형이 있다면, 이 정사각형의 한변은 몇cm 인가요?","a = 7.42
b = 8
c = 4
y = a * b / c
print(y)",14.84
320,320,1,549 -435를 계산해보세요.,"a = 549
b = 435
y = a - b
print(y)",114
321,321,1,"세 각의 크기가 각각 130°, 85°, 50°인 사각형이 있습니다. 사각형의 나머지 한 각의 크기는 몇 도인가요?","a = 360
b = 130
c = 85
d = 50
y = a - (b + c + d)
print(y)",95
322,322,1,분홍 쪽지 34 장과 빨간 쪽지 14 장이 있습니다. 이 쪽지를 3명이 똑같이 나누어 가지려면 한 명이 몇 장씩 가지면 됩니까?,"a = 34
b = 14
c = 3
y = (a + b) // c
print(y)",16
323,323,3,"3 장의 숫자 카드 2, 3, 4 가 있습니다. 카드를 한 번씩만 사용하여 두자리수 / 한자리수와 같은 나눗셈식중에서, 가장 작은 몫은 얼마입니까?","a = [2, 3, 4]
a.sort()
y = (10 * a[0] + a[1]) // a[2]
print(y)",5
324,324,1,"어떤 병에 물을 컵 A로 가득 채우려면 32 번, 컵 B로 가득 채우려면 2 번 부어야 합니다. 컵 B의 컵 A의 몇 배 만큼 큽니까?","a = 32
b = 2
y = a / b
print(y)",16
325,325,7,"서진이는 초콜릿은 8개 샀고 유진이는 초콜릿을 10개보다 5개 더 적게 샀다면, 초콜릿을 더 많이 산 사람은 누구일까요?","a = 8
b = 5
c = 10 - b
dicts = {'서진':a, '유진':c}
y = max(dicts, key=dicts.get)
print(y)",서진
326,326,5,"무게가 같은 수박이 한 상자에 3개씩 들어 있습니다. 상자 6개의 무게가 23kg 일 때 수박 한 개의 무게는 몇 kg 인지 소수로 나타내시오. (단, 상자의 무게는 생 각하지 않습니다.)","a = 23
b = 6
c = a / b
y = c / 3
print(y)",1.28
327,327,8,"지름이 28cm 인 원 안에 반지름이 2cm 인 원을 겹치지 않게 그리려고 한다면, 몇 개까지 그릴 수 있습니까?","a = 28
b = 2
c = 2 * b
y = int(a / c)
print(y)",7
328,328,2,"국어 시험에서 정민이는 10등을 했고, 지환이는 8등을 했습니다. 지윤는 지환이보다 못했지만 정민이보다는 잘했습니다. 지윤이는 몇 등입니까?","a = 10
b = 8
y = (a + b) // 2
print(y)",9
329,329,8,넓이가 80cm²인 직사각형의 가로가 4cm 이면 세로는 몇 cm 입니까?,"a = 80
b = 4
y = a / b
print(y)",20
330,330,5,어느 빵집에서 빵 50개를 만드려면 밀가루 10kg이 필요하다고 합니다. 빵을 200개 만드려면 밀가루가 몇 kg가 필요한가요?,"a = 50
b = 10
c = 200
y = b * c / a
print(y)",40
331,331,4,"분수 2/5, 3/8, 6/15, 9/13가 있습니다. 이 중 가장 큰 수를 소수점 둘째자리까지 표기하세요.","a = [2 / 5, 3 / 8, 6 / 15, 9 / 13]
y = max(a)
print(""{:.2f}"".format(y))",0.69
332,332,4,2보다 크고 60보다 작은 수 중에서 2로 나누면 나머지가 1이고 9로 나누면 나누어떨어지는 수는 모두 몇 개인지 세어보세요.,"a = 2
b = 60
c = 2
d = 1
e = 9
y = 0
for i in range(a, b):
    if i % c == d and i % e == 0:
        y = y + 1
print(y)",3
333,333,7,들이가 1600 밀리리터 인 수통과 들이가 2400 밀리리터 인 주스병에 물을 가득 채운 후 바가지에 옮겨 담았더니 바가지가 가득 찼습니다. 들이가 5000 밀리리터 인 주전자와 양동이 중에서 어느 것의 들이가 더 큽니까?,"a = 1600
b = 2400
c = 5000
dict = {'양동이': a + b, '주전자': c}
y = max(dict, key=dict.get)
print(y)",주전자
334,334,1,혁준이는 문방구에서 5권에 4000원인 공책 한 개과 파일 한 개를 사고 3000원을 냈습니다. 거스름돈으로 500원을 받았다면 파일 한 개의 값은 얼마인지 구하시오.,"a = 5
b = 4000
c = 3000
d = 500
y = c - d - (b / a)
print(y)",1700
335,335,3,1부터 9까지의 자연수 중에서 다음식 10－24÷3＋3＞A 을 만족하는 수는 몇개입니까?,"a = 10 - 24/3 + 3
b = 1
c = 9
y = 0
for i in range(b, c + 1):
    if i < a:
        y += 1
print(y)",4
336,336,1,민호의 저금통에는 9000원이 있습니다. 오늘부터 매일 300원씩 110일 동안 저금한다면 모두 얼마가 되는지 구하세요.,"a = 9000
b = 300
c = 110
y = a + (b * c)
print(y)",42000
337,337,4,"수 15, 15.1, 15.2, 16 가 있습니다. 이중에서, 15를 초과하는 수는 모두 몇 개인가요?","a = [15, 15.1, 15.2, 16]
b = 15
y = 0
for i in a :
    if i > b :
        y += 1
print(y)",3
338,338,1,분필이 한 상자에 12개씩 들어 있습니다. 50상자에 들어 있는 분필은 모두 몇 개입니까?,"a = 12
b = 50
y = a * b
print(y)",600
339,339,1,한 줄에 18명씩 10줄에 서 있는 학생들을 한 줄에 5명씩 다시 세운다면 총 몇 줄로 세울 수 있을까요?,"from math import ceil

a = 18
b = 10
c = 5
y = ceil(a * b / c)
print(y)",36
340,340,5,"10 이 5 개, 1 이 6 개, 0.1 이 2 개, 0.01 이 12개인 수는 무엇인지 알맞은 소수를 구하시오","a = 10 * 5
b = 1 * 6
c = 0.1 * 2
d = 0.01 * 12
y = a + b + c + d
print(y)",56.32
341,341,2,"학교에서 수학, 국어, 영어, 과학, 사회의 순서로 시험을 봤습니다. 4번째로 시험을 본 과목은 무엇입니까?","a = ['수학', '국어', '영어', '과학', '사회']
b = 4
y = a[b - 1]
print(y)",과학
342,342,1,"운동장에 남학생이 32명, 여학생이 26명 있습니다. 이 중 체육복을 입은 학생이 34명이라면 체육복을 입지 않은 학생은 모두 몇 명일 지 구해보세요.","a = 32
b = 26
c = 34
y = a + b - c
print(y)",24
343,343,4,"숫자 46, 35, 18, 21, 45가 있습니다. 가장 큰 수와 두 번째로 큰 수의 곱을 구하시오.","a = [46, 35, 18, 21, 45]
y = sorted(a)[-1] * sorted(a)[-2]
print(y)",2070
344,344,4,"5장의 숫자 카드 1,2,3,4,5 중에서, 2장을 뽑아 한 번씩만 사용하여 두 자리 수를 만들 때, 9로도 똑같이 나누어지고 5로도 똑같이 나누어지는 수를 구하시오.","from itertools import permutations
a = ['1', '2', '3', '4', '5']
b = 2
c = list(map(int, list((map(''.join, permutations(a,b))))))  
d = 9
e = 5
y = 0
for i in c :
    if (i % d == 0) and (i % e == 0):
        y = i
print(y)",45
345,345,1,종호네 반 학생 48명을 한 모둠에 8명씩 나누려고 합니다. 몇 모둠으로 나눌 수 있을까요?,"a = 48
b = 8
y = a // b
print(y)",6
346,346,8,길이가 5cm인 종이 5장을 2cm씩 겹쳐서 길게 이어 붙이려고 합니다. 이어 붙인 종이의 길이는 총 몇cm 입니까?,"a = 5
b = 5
c = 2
y = a * b - c * (b - 1)
print(y)",17
347,347,1,5.6 x 7의 계산결과를 구하시오,"a = 5.6
b = 7
y = a * b
print(y)",39.20
348,348,1,비커 한 개에 담을 수 있는 물의 양은 500mL입니다. 비커가 6개 있다면 담을 수 있는 물의 양은 총 몇 mL일까요?,"a = 500
b = 6
y = a * b
print(y)",3000
349,349,8,"가로 15센티미터, 세로 12센티미터, 높이가 13센티미터인 직육면체의 모든 모서리의 길이의 합은 몇 센티미터입니까?","a = 15
b = 12
c = 13
y = (a + b + c) * 4
print(y)",160
350,350,1,민국이네 반 학생들에게 연필을 5자루씩 나누어 주었더니 12명에게 주고 4자루가 남았습니다. 처음에 있던 연필은 모두 몇 개일까요?,"a = 5
b = 12
c = 4
y = a * b + c
print(y)",64
351,351,8,"가로가 10cm, 세로가 5m인 직사각형 네 변 길이의 합은 세로 길이의 몇 배인가요?","a = 10
b = 5
y = (a + b) * 2 / b
print(y)",6
352,352,1,휘발유 3L로 45.1km를 달리는 트럭이 있습니다. 이 트럭은 휘발유 1L로 몇 km를 달릴 수 있을까요?,"a = 3
b = 45.1
c = 1
y = b / (a / c)
print(y)",15.03
353,353,7,"영철이는 철사 전체의 9/16를 사용하고, 대한이는 영철이가 사용하고 남은 철사를 모두 사용하였습니다. 철사를 더 적게 사용한 사람은 누구입니까?","a = 9 / 16
b = 1 - a
dicts = {'영철': a, '대한': b}
y = min(dicts, key=dicts.get)
print(y)",대한
354,354,6,어떤 수는 36의 3/9입니다. 어떤 수와 17/4의 곱은 얼마입니까?,"a = 36
b = 3 / 9 
c = 17 / 4
y = a * b * c
print(y)",51
355,355,4,6/9와 크기가 같은 분수 중에서 분모가 34인 분수의 분모와 분자의 합을 구하세요.,"a = 6/9
b = 34
y = (a * b) + b

print(y)",56.666666666666664
356,356,7,"지수는 2과 3의 주사위 눈을 갖고 있고, 재희은 1과 6의 주사위 눈을 갖고 있고, 준혜는 4와 5의 주사위 눈을 갖고 있습니다. 가지고 있는 눈의 수의 합이 가장 큰 사람은 누구인가요?","a = 2
b = 3
c = 1
d = 6
e = 4
f = 5
dicts = {'지수': a + b, '재희': c + d, '준혜': e + f}
y = max(dicts, key=dicts.get)
print(y)",준혜
357,357,5,"도서관에 똑같은 책장이 30개 있습니다. 각 책장은 5층이고, 각 층마다 꽂혀있는 책의 수는 같습니다. 동화책은 어느 책장의 한 층의 왼쪽에서 3번째, 오른쪽에서 12번째에 꽂혀 있습니다. 도서관에 있는 책은 총 몇 권입니까?","a = 30
b = 5
c = 3
d = 12
y = (c + d - 1) * b * a
print(y)",2100
358,358,3,"숫자 카드 5, 1, 9, 6 가 있습니다. 카드 2장을 뽑아 한 번씩만 사용하여 만든 두 자리 수를 5로 나누었을 때 몫이 가장 작은 나눗셈식의 몫을 구해보시오.","from itertools import permutations

a = ['5', '1', '9', '6']
b = 5
c = list(map(''.join, permutations(a, 2)))
e = []
for i in c:
    if int(i) % b == 0:
        e.append(int(i) // b)
y = min(e)
print(y)",3
359,359,5,7로 어떤 수를 나누었더니 몫이 3이 되었습니다. 어떤 수는 얼마입니까?,"a = 7
b = 3
y = a * b
print(y)",21
360,360,8,길이 3미터의 신문지 10장을 이어 붙인 신문지의 길이는 몇 미터 인지 구하세요.,"a = 3
b = 10
y = a * b
print(y)",30
361,361,5,두 자리 수 A2을 5로 곱하면 60이라고합니다. A는 얼마일까요?,"a = 60
b = 5
c = a / b
y = int(str(c)[0])
print(y)",1
362,362,4,"숫자 66, 55, 44, 33 가 있습니다. 이중에서, 가장 큰 수와 가장 작은 수의 곱을 구하시오.","a = [66, 55, 44, 33]
y = max(a) * min(a)
print(y)",2178
363,363,1,"양팔 저울의 한쪽에는 동화책 한 권을 올려놓고, 다른 쪽에는 0.6 kg 짜리 추 1개와 0.3 kg 짜리 추 5 개 를 올려놓았더니 수평이 딱 맞았습니다. 동화책 한 권의 무게는 몇 kg 입니까?","a = 0.6
b = 0.3
c = 5
y = a + (b * c)
print(y)",2.10
364,364,1,토마토가 한 봉지에 24개씩 들어 있습니다. 토마토가 15봉지 있다면 토마토는 총 몇 개 있을까요?,"a = 24
b = 15
y = a * b
print(y)",360
365,365,4,1/6과 크기가 같은 분수 중에서 분모가 30보다 크고 48보다 작은 분수의 개수를 구하시오.,"a = 6
b = 30
c = 48
y = c // a - b // a - 1
print(y)",2
366,366,1,"현아는 줄넘기를 오전에 120회, 오후에 173회 했습니다. 현아는 오늘 줄넘기를 모두 몇 회 했는지 구해보시오.","a = 120
b = 173
y = a + b
print(y)",293
367,367,8,한 변의 길이가 5센티미터인 정삼각형이 있습니다. 이 삼각형의 둘레 몇 센티미터입니까?,"a = 5
b = 3
y = a * b
print(y)",15
368,368,6,4에 어떤수를 곱해야 할 것을 잘못하여 6에 어떤수를 곱했더니 42가 되었습니다. 바르게 계산하면 얼마인지 구하세요.,"a = 4
b = 6
c = 42
y = (c / b) * a
print(y)",28
369,369,8,"벽에 한 변의 길이가 3.91미터인 정사각형 모양의 벽화를 그렸다면, 벽화의 넓이는 몇 제곱미터인가요?","a = 3.91
y = a ** 2
print(y)",15.29
370,370,5,"일의 자리 숫자가 2, 소수 첫째 자리 숫자가 1 , 소수 둘째 자리 숫자가 5인 소수 두 자리 수의 100 배는 얼마입니까?","a = 2
b = 1 * 0.1
c = 5 * 0.01
d = 100
e = a + b + c
y = d * e
print(y)",215
371,371,6,"어떤 수에 10를 더한 후 2를 곱하고, 11를 뺀 값을 3으로 나눈 값이 43이라고 할때, 어떤 수는 얼마입니까?","a = 10
b = 2
c = 11
d = 3
e = 43
y = (e * d + c) / b - a
print(y)",60
372,372,1,승주의 나이는 40살입니다. 언니의 나이는 승주의 나이의 6/5입니다. 언니의 나이는 몇 살일까요?,"a = 40
b = 6 / 5
y = a * b
print(y)",48
373,373,1,어느 놀이공원의 어른 입장권은 35000 원입니다. 어린이는 어른 입장권 금액의 3/7 만큼만 내면 된다고 합니다. 어린이 입장권 5 장을 사려면 얼마를 지불해야 할까요?,"a = 35000
b = 3/7
c = 5
y = a * b * 3
print(y)",45000
374,374,7,152 센티미터인 영아의 키를 민수는 155센티미터으로 어림하였고 증수는 150센티미터로 어림하였습니다. 둘 중에 누가 더 가깝게 어림하였는지 구하세요.,"a = 152
b = 155
c = 150
dicts = {'민수': abs(a - b), '중수': abs(a - c)}
y = min(dicts, key=dicts.get)
print(y)",중수
375,375,1,(75＋5)÷2＋6×3을 계산한 값을 구해보세요.,"y = (75 + 5) / 2 + 6 * 3
print(y)",58
376,376,1,"빵집에서 쿠키는 한 봉지에 10개씩, 슈는 한 봉지에 5개씩 담아서 팔고 있습니다. 쿠키 9봉지 슈 2봉지를 샀다고 했을 때, 쿠키와 슈의 개수의 합은 몇 개입니까?","a = 10
b = 9
c = 5
d = 2
y = a * c + b * d
print(y)",68
377,377,3,"3장의 숫자 2,4,6 중에서, 이를 한 번씩만 사용하여 몫이 가장 큰 나눗셈식을 만들려고 합니다. 몫은 얼마인가요?","from itertools import permutations

a = ['2', '4', '6']
b = 2
c = int(max(map(''.join, permutations(a, b))))
d = int(min(map(''.join, permutations(a, b - 1))))
y = c // d
print(y)",32
